h0 [SinglePointCrossover,BitFlipMutation] 1928
h1 [SinglePointCrossover,LoopMoveOperator] 1927
h2 [SinglePointCrossover,LocalMoveOperator] 2009
h3 [SinglePointCrossover,SegmentMutation] 2025
h4 [SinglePointCrossover,OppositeMoveOperator] 1980
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1969
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1962
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2048
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1963
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2024
h10 [MultiPointsCrossover,BitFlipMutation] 2027
h11 [MultiPointsCrossover,LoopMoveOperator] 1996
h12 [MultiPointsCrossover,LocalMoveOperator] 1944
h13 [MultiPointsCrossover,SegmentMutation] 1938
h14 [MultiPointsCrossover,OppositeMoveOperator] 1960
