h0 [SinglePointCrossover,BitFlipMutation] 4007
h1 [SinglePointCrossover,LoopMoveOperator] 4088
h2 [SinglePointCrossover,LocalMoveOperator] 4009
h3 [SinglePointCrossover,SegmentMutation] 3938
h4 [SinglePointCrossover,OppositeMoveOperator] 3990
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4009
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4062
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4006
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4057
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4037
h10 [MultiPointsCrossover,BitFlipMutation] 3997
h11 [MultiPointsCrossover,LoopMoveOperator] 4000
h12 [MultiPointsCrossover,LocalMoveOperator] 3902
h13 [MultiPointsCrossover,SegmentMutation] 3918
h14 [MultiPointsCrossover,OppositeMoveOperator] 3980
