h0 [SinglePointCrossover,BitFlipMutation] 3921
h1 [SinglePointCrossover,LoopMoveOperator] 3984
h2 [SinglePointCrossover,LocalMoveOperator] 4052
h3 [SinglePointCrossover,SegmentMutation] 3929
h4 [SinglePointCrossover,OppositeMoveOperator] 3985
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3966
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4085
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4037
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4062
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4154
h10 [MultiPointsCrossover,BitFlipMutation] 3918
h11 [MultiPointsCrossover,LoopMoveOperator] 3929
h12 [MultiPointsCrossover,LocalMoveOperator] 3964
h13 [MultiPointsCrossover,SegmentMutation] 3993
h14 [MultiPointsCrossover,OppositeMoveOperator] 4021
