h0 [SinglePointCrossover,BitFlipMutation] 4091
h1 [SinglePointCrossover,LoopMoveOperator] 4053
h2 [SinglePointCrossover,LocalMoveOperator] 4024
h3 [SinglePointCrossover,SegmentMutation] 3861
h4 [SinglePointCrossover,OppositeMoveOperator] 3876
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4000
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3974
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3900
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3965
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3995
h10 [MultiPointsCrossover,BitFlipMutation] 3993
h11 [MultiPointsCrossover,LoopMoveOperator] 3985
h12 [MultiPointsCrossover,LocalMoveOperator] 3835
h13 [MultiPointsCrossover,SegmentMutation] 3981
h14 [MultiPointsCrossover,OppositeMoveOperator] 3967
