h0 [SinglePointCrossover,BitFlipMutation] 3985
h1 [SinglePointCrossover,LoopMoveOperator] 4121
h2 [SinglePointCrossover,LocalMoveOperator] 3930
h3 [SinglePointCrossover,SegmentMutation] 3888
h4 [SinglePointCrossover,OppositeMoveOperator] 4069
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4040
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3977
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3943
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3904
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4000
h10 [MultiPointsCrossover,BitFlipMutation] 3926
h11 [MultiPointsCrossover,LoopMoveOperator] 4018
h12 [MultiPointsCrossover,LocalMoveOperator] 4081
h13 [MultiPointsCrossover,SegmentMutation] 4120
h14 [MultiPointsCrossover,OppositeMoveOperator] 3998
