h0 [SinglePointCrossover,BitFlipMutation] 3985
h1 [SinglePointCrossover,LoopMoveOperator] 4059
h2 [SinglePointCrossover,LocalMoveOperator] 3980
h3 [SinglePointCrossover,SegmentMutation] 4046
h4 [SinglePointCrossover,OppositeMoveOperator] 4050
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3972
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4030
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3999
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4015
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3961
h10 [MultiPointsCrossover,BitFlipMutation] 3968
h11 [MultiPointsCrossover,LoopMoveOperator] 4010
h12 [MultiPointsCrossover,LocalMoveOperator] 4001
h13 [MultiPointsCrossover,SegmentMutation] 4088
h14 [MultiPointsCrossover,OppositeMoveOperator] 3836
