h0 [SinglePointCrossover,BitFlipMutation] 3840
h1 [SinglePointCrossover,LoopMoveOperator] 4010
h2 [SinglePointCrossover,LocalMoveOperator] 4058
h3 [SinglePointCrossover,SegmentMutation] 3979
h4 [SinglePointCrossover,OppositeMoveOperator] 3951
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3987
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3947
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4007
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3900
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3958
h10 [MultiPointsCrossover,BitFlipMutation] 4046
h11 [MultiPointsCrossover,LoopMoveOperator] 3966
h12 [MultiPointsCrossover,LocalMoveOperator] 3898
h13 [MultiPointsCrossover,SegmentMutation] 3959
h14 [MultiPointsCrossover,OppositeMoveOperator] 3994
