h0 [SinglePointCrossover,BitFlipMutation] 4046
h1 [SinglePointCrossover,LoopMoveOperator] 3970
h2 [SinglePointCrossover,LocalMoveOperator] 4012
h3 [SinglePointCrossover,SegmentMutation] 3967
h4 [SinglePointCrossover,OppositeMoveOperator] 3932
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4145
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3966
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3949
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3964
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3965
h10 [MultiPointsCrossover,BitFlipMutation] 4018
h11 [MultiPointsCrossover,LoopMoveOperator] 4059
h12 [MultiPointsCrossover,LocalMoveOperator] 3875
h13 [MultiPointsCrossover,SegmentMutation] 4081
h14 [MultiPointsCrossover,OppositeMoveOperator] 4051
