h0 [SinglePointCrossover,BitFlipMutation] 3958
h1 [SinglePointCrossover,LoopMoveOperator] 3923
h2 [SinglePointCrossover,LocalMoveOperator] 4066
h3 [SinglePointCrossover,SegmentMutation] 3864
h4 [SinglePointCrossover,OppositeMoveOperator] 3996
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4054
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4144
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4058
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4072
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3952
h10 [MultiPointsCrossover,BitFlipMutation] 3920
h11 [MultiPointsCrossover,LoopMoveOperator] 3961
h12 [MultiPointsCrossover,LocalMoveOperator] 4058
h13 [MultiPointsCrossover,SegmentMutation] 4031
h14 [MultiPointsCrossover,OppositeMoveOperator] 3943
