h0 [SinglePointCrossover,BitFlipMutation] 4033
h1 [SinglePointCrossover,LoopMoveOperator] 4057
h2 [SinglePointCrossover,LocalMoveOperator] 4027
h3 [SinglePointCrossover,SegmentMutation] 3931
h4 [SinglePointCrossover,OppositeMoveOperator] 3897
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3975
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4053
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4103
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3858
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4038
h10 [MultiPointsCrossover,BitFlipMutation] 4071
h11 [MultiPointsCrossover,LoopMoveOperator] 3873
h12 [MultiPointsCrossover,LocalMoveOperator] 4043
h13 [MultiPointsCrossover,SegmentMutation] 3952
h14 [MultiPointsCrossover,OppositeMoveOperator] 4089
