h0 [SinglePointCrossover,BitFlipMutation] 1993
h1 [SinglePointCrossover,LoopMoveOperator] 1933
h2 [SinglePointCrossover,LocalMoveOperator] 2034
h3 [SinglePointCrossover,SegmentMutation] 1894
h4 [SinglePointCrossover,OppositeMoveOperator] 1969
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1960
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1919
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1975
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2053
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2029
h10 [MultiPointsCrossover,BitFlipMutation] 1974
h11 [MultiPointsCrossover,LoopMoveOperator] 1965
h12 [MultiPointsCrossover,LocalMoveOperator] 1994
h13 [MultiPointsCrossover,SegmentMutation] 2021
h14 [MultiPointsCrossover,OppositeMoveOperator] 2037
