h0 [SinglePointCrossover,BitFlipMutation] 1920
h1 [SinglePointCrossover,LoopMoveOperator] 2049
h2 [SinglePointCrossover,LocalMoveOperator] 1972
h3 [SinglePointCrossover,SegmentMutation] 1990
h4 [SinglePointCrossover,OppositeMoveOperator] 1986
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1979
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1971
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1945
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1964
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2001
h10 [MultiPointsCrossover,BitFlipMutation] 1990
h11 [MultiPointsCrossover,LoopMoveOperator] 2001
h12 [MultiPointsCrossover,LocalMoveOperator] 1906
h13 [MultiPointsCrossover,SegmentMutation] 2027
h14 [MultiPointsCrossover,OppositeMoveOperator] 2049
