h0 [SinglePointCrossover,BitFlipMutation] 2001
h1 [SinglePointCrossover,LoopMoveOperator] 1969
h2 [SinglePointCrossover,LocalMoveOperator] 1974
h3 [SinglePointCrossover,SegmentMutation] 2025
h4 [SinglePointCrossover,OppositeMoveOperator] 2029
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1985
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2017
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1929
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1907
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1982
h10 [MultiPointsCrossover,BitFlipMutation] 2012
h11 [MultiPointsCrossover,LoopMoveOperator] 1957
h12 [MultiPointsCrossover,LocalMoveOperator] 2093
h13 [MultiPointsCrossover,SegmentMutation] 1942
h14 [MultiPointsCrossover,OppositeMoveOperator] 1978
