h0 [SinglePointCrossover,BitFlipMutation] 4035
h1 [SinglePointCrossover,LoopMoveOperator] 3979
h2 [SinglePointCrossover,LocalMoveOperator] 4040
h3 [SinglePointCrossover,SegmentMutation] 4047
h4 [SinglePointCrossover,OppositeMoveOperator] 3924
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4040
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3928
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4005
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3930
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4105
h10 [MultiPointsCrossover,BitFlipMutation] 4002
h11 [MultiPointsCrossover,LoopMoveOperator] 3945
h12 [MultiPointsCrossover,LocalMoveOperator] 4036
h13 [MultiPointsCrossover,SegmentMutation] 3973
h14 [MultiPointsCrossover,OppositeMoveOperator] 4011
