h0 [SinglePointCrossover,BitFlipMutation] 4041
h1 [SinglePointCrossover,LoopMoveOperator] 3930
h2 [SinglePointCrossover,LocalMoveOperator] 3978
h3 [SinglePointCrossover,SegmentMutation] 3972
h4 [SinglePointCrossover,OppositeMoveOperator] 3972
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4047
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3954
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4080
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4024
h10 [MultiPointsCrossover,BitFlipMutation] 3938
h11 [MultiPointsCrossover,LoopMoveOperator] 4079
h12 [MultiPointsCrossover,LocalMoveOperator] 4038
h13 [MultiPointsCrossover,SegmentMutation] 3982
h14 [MultiPointsCrossover,OppositeMoveOperator] 3977
