h0 [SinglePointCrossover,BitFlipMutation] 4025
h1 [SinglePointCrossover,LoopMoveOperator] 4021
h2 [SinglePointCrossover,LocalMoveOperator] 3909
h3 [SinglePointCrossover,SegmentMutation] 4010
h4 [SinglePointCrossover,OppositeMoveOperator] 4169
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4071
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3934
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3984
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4039
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4103
h10 [MultiPointsCrossover,BitFlipMutation] 4008
h11 [MultiPointsCrossover,LoopMoveOperator] 3920
h12 [MultiPointsCrossover,LocalMoveOperator] 3972
h13 [MultiPointsCrossover,SegmentMutation] 3972
h14 [MultiPointsCrossover,OppositeMoveOperator] 4063
