h0 [SinglePointCrossover,BitFlipMutation] 2037
h1 [SinglePointCrossover,LoopMoveOperator] 2006
h2 [SinglePointCrossover,LocalMoveOperator] 1939
h3 [SinglePointCrossover,SegmentMutation] 1926
h4 [SinglePointCrossover,OppositeMoveOperator] 2066
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1951
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1956
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1984
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2041
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1982
h10 [MultiPointsCrossover,BitFlipMutation] 1923
h11 [MultiPointsCrossover,LoopMoveOperator] 2016
h12 [MultiPointsCrossover,LocalMoveOperator] 2030
h13 [MultiPointsCrossover,SegmentMutation] 1931
h14 [MultiPointsCrossover,OppositeMoveOperator] 1912
