h0 [SinglePointCrossover,BitFlipMutation] 4051
h1 [SinglePointCrossover,LoopMoveOperator] 4012
h2 [SinglePointCrossover,LocalMoveOperator] 3980
h3 [SinglePointCrossover,SegmentMutation] 3934
h4 [SinglePointCrossover,OppositeMoveOperator] 3874
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3950
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4101
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4011
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4016
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4056
h10 [MultiPointsCrossover,BitFlipMutation] 4025
h11 [MultiPointsCrossover,LoopMoveOperator] 4079
h12 [MultiPointsCrossover,LocalMoveOperator] 3962
h13 [MultiPointsCrossover,SegmentMutation] 3888
h14 [MultiPointsCrossover,OppositeMoveOperator] 4061
