h0 [SinglePointCrossover,BitFlipMutation] 1984
h1 [SinglePointCrossover,LoopMoveOperator] 1998
h2 [SinglePointCrossover,LocalMoveOperator] 1944
h3 [SinglePointCrossover,SegmentMutation] 1946
h4 [SinglePointCrossover,OppositeMoveOperator] 2013
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2025
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1978
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2004
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1979
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2065
h10 [MultiPointsCrossover,BitFlipMutation] 1971
h11 [MultiPointsCrossover,LoopMoveOperator] 1996
h12 [MultiPointsCrossover,LocalMoveOperator] 1995
h13 [MultiPointsCrossover,SegmentMutation] 1946
h14 [MultiPointsCrossover,OppositeMoveOperator] 2006
