h0 [SinglePointCrossover,BitFlipMutation] 3947
h1 [SinglePointCrossover,LoopMoveOperator] 3994
h2 [SinglePointCrossover,LocalMoveOperator] 4028
h3 [SinglePointCrossover,SegmentMutation] 3998
h4 [SinglePointCrossover,OppositeMoveOperator] 3913
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3953
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3988
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4011
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3961
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4079
h10 [MultiPointsCrossover,BitFlipMutation] 4016
h11 [MultiPointsCrossover,LoopMoveOperator] 3909
h12 [MultiPointsCrossover,LocalMoveOperator] 4054
h13 [MultiPointsCrossover,SegmentMutation] 4044
h14 [MultiPointsCrossover,OppositeMoveOperator] 4105
