h0 [SinglePointCrossover,BitFlipMutation] 4069
h1 [SinglePointCrossover,LoopMoveOperator] 4060
h2 [SinglePointCrossover,LocalMoveOperator] 4078
h3 [SinglePointCrossover,SegmentMutation] 4014
h4 [SinglePointCrossover,OppositeMoveOperator] 3986
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3986
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3978
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3834
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3948
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3999
h10 [MultiPointsCrossover,BitFlipMutation] 3935
h11 [MultiPointsCrossover,LoopMoveOperator] 3934
h12 [MultiPointsCrossover,LocalMoveOperator] 3925
h13 [MultiPointsCrossover,SegmentMutation] 3866
h14 [MultiPointsCrossover,OppositeMoveOperator] 3888
