h0 [SinglePointCrossover,BitFlipMutation] 3886
h1 [SinglePointCrossover,LoopMoveOperator] 3957
h2 [SinglePointCrossover,LocalMoveOperator] 4029
h3 [SinglePointCrossover,SegmentMutation] 3939
h4 [SinglePointCrossover,OppositeMoveOperator] 3999
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3958
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3824
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3970
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3939
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3969
h10 [MultiPointsCrossover,BitFlipMutation] 4044
h11 [MultiPointsCrossover,LoopMoveOperator] 3883
h12 [MultiPointsCrossover,LocalMoveOperator] 4018
h13 [MultiPointsCrossover,SegmentMutation] 4015
h14 [MultiPointsCrossover,OppositeMoveOperator] 3970
