h0 [SinglePointCrossover,BitFlipMutation] 3925
h1 [SinglePointCrossover,LoopMoveOperator] 3973
h2 [SinglePointCrossover,LocalMoveOperator] 3930
h3 [SinglePointCrossover,SegmentMutation] 4064
h4 [SinglePointCrossover,OppositeMoveOperator] 3898
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4067
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3898
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4055
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4000
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4089
h10 [MultiPointsCrossover,BitFlipMutation] 4114
h11 [MultiPointsCrossover,LoopMoveOperator] 4044
h12 [MultiPointsCrossover,LocalMoveOperator] 4000
h13 [MultiPointsCrossover,SegmentMutation] 4027
h14 [MultiPointsCrossover,OppositeMoveOperator] 3916
