h0 [SinglePointCrossover,BitFlipMutation] 1998
h1 [SinglePointCrossover,LoopMoveOperator] 2031
h2 [SinglePointCrossover,LocalMoveOperator] 1977
h3 [SinglePointCrossover,SegmentMutation] 1980
h4 [SinglePointCrossover,OppositeMoveOperator] 1985
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1970
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1946
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1968
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1937
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1977
h10 [MultiPointsCrossover,BitFlipMutation] 1971
h11 [MultiPointsCrossover,LoopMoveOperator] 2003
h12 [MultiPointsCrossover,LocalMoveOperator] 1998
h13 [MultiPointsCrossover,SegmentMutation] 2023
h14 [MultiPointsCrossover,OppositeMoveOperator] 1936
